縣市,鄉鎮市區,村里,所得平均數_萬元,所得中位數_萬元,目標年齡層佔比_百分比,附近核心商場/商圈,latitude,longitude
台北市,萬華區,第59里,144.8,110.2,29.2,台北市萬華區核心商圈,25.0086,121.5861
新北市,蘆洲區,第59里,122.0,89.0,29.7,新北市蘆洲區核心商圈,25.076,121.5185
基隆市,信義區,第59里,87.5,62.3,23.1,基隆市信義區核心商圈,25.0779,121.7636
桃園市,八德區,第59里,148.0,120.3,29.8,桃園市八德區核心商圈,24.9424,121.2654
新竹市,東區,第59里,269.4,219.4,29.8,新竹市東區核心商圈,24.7439,120.9974
新竹縣,關西鎮,第59里,148.3,112.2,30.1,新竹縣關西鎮核心商圈,24.7484,120.991
苗栗縣,銅鑼鄉,第59里,84.0,59.1,27.6,苗栗縣銅鑼鄉核心商圈,24.5714,120.8937
台中市,神岡區,第59里,131.3,105.9,26.0,台中市神岡區核心商圈,24.1387,120.6116
彰化縣,花壇鄉,第59里,115.2,88.7,28.9,彰化縣花壇鄉核心商圈,24.105,120.5353
南投縣,埔里鎮,第59里,106.0,81.5,27.5,南投縣埔里鎮核心商圈,23.8386,120.6641
雲林縣,斗南鎮,第59里,94.4,68.2,25.1,雲林縣斗南鎮核心商圈,23.696,120.498
嘉義市,西區,第59里,99.5,71.6,25.8,嘉義市西區核心商圈,23.4335,120.5016
嘉義縣,東石鄉,第59里,104.0,73.6,26.8,嘉義縣東石鄉核心商圈,23.4954,120.3065
台南市,南區,第59里,165.2,129.7,29.6,台南市南區核心商圈,22.929,120.1819
高雄市,仁武區,第59里,176.2,130.6,28.3,高雄市仁武區核心商圈,22.7263,120.2952
屏東縣,嵌頂鄉,第59里,91.8,68.8,28.8,屏東縣嵌頂鄉核心商圈,22.5946,120.4748
宜蘭縣,蘇澳鎮,第59里,94.4,68.8,25.7,宜蘭縣蘇澳鎮核心商圈,24.7095,121.83
花蓮縣,秀林鄉,第59里,85.1,66.2,22.8,花蓮縣秀林鄉核心商圈,24.0331,121.5574
台東縣,延平鄉,第59里,105.3,80.2,26.1,台東縣延平鄉核心商圈,22.7573,121.1953
澎湖縣,湖西鄉,第59里,105.6,74.8,27.1,澎湖縣湖西鄉核心商圈,23.5474,119.609
金門縣,金城鎮,第59里,97.2,73.8,25.5,金門縣金城鎮核心商圈,24.4823,118.4333
連江縣,南竿鄉,第59里,85.2,60.0,24.7,連江縣南竿鄉核心商圈,26.1646,119.9008
台北市,南港區,第60里,189.1,155.2,36.0,台北市南港區核心商圈,25.026,121.5182
新北市,雙溪區,第60里,186.3,144.5,32.9,新北市雙溪區核心商圈,25.007,121.5291
基隆市,安樂區,第60里,106.0,74.7,22.5,基隆市安樂區核心商圈,25.0602,121.7004
桃園市,龍潭區,第60里,160.7,126.5,32.7,桃園市龍潭區核心商圈,25.0683,121.2599
新竹市,北區,第60里,277.9,228.9,33.7,新竹市北區核心商圈,24.7271,120.9773
新竹縣,竹北市,第60里,148.6,112.4,31.0,新竹縣竹北市核心商圈,24.7602,121.0051
苗栗縣,公館鄉,第60里,117.6,85.5,25.3,苗栗縣公館鄉核心商圈,24.4949,120.8747
台中市,東區,第60里,187.4,142.6,26.3,台中市東區核心商圈,24.1603,120.5885
彰化縣,大城鄉,第60里,91.0,69.5,27.7,彰化縣大城鄉核心商圈,24.0751,120.516
南投縣,國姓鄉,第60里,116.8,83.1,23.7,南投縣國姓鄉核心商圈,23.8825,120.6586
雲林縣,虎尾鎮,第60里,111.8,80.7,27.0,雲林縣虎尾鎮核心商圈,23.7193,120.38
嘉義市,西區,第60里,82.3,60.8,24.7,嘉義市西區核心商圈,23.5144,120.4983
嘉義縣,中埔鄉,第60里,96.9,70.9,25.9,嘉義縣中埔鄉核心商圈,23.4385,120.291
台南市,官田區,第60里,136.5,98.5,28.8,台南市官田區核心商圈,23.0033,120.2408
高雄市,美濃區,第60里,158.7,118.2,28.0,高雄市美濃區核心商圈,22.6305,120.2676
屏東縣,琉球鄉,第60里,108.9,79.8,27.1,屏東縣琉球鄉核心商圈,22.6533,120.4086
宜蘭縣,宜蘭市,第60里,90.8,65.2,23.7,宜蘭縣宜蘭市核心商圈,24.6832,121.6986
花蓮縣,秀林鄉,第60里,85.9,65.0,28.4,花蓮縣秀林鄉核心商圈,23.9292,121.5864
台東縣,海端鄉,第60里,85.7,63.9,25.9,台東縣海端鄉核心商圈,22.7748,121.2268
澎湖縣,馬公市,第60里,89.8,63.6,23.6,澎湖縣馬公市核心商圈,23.5223,119.6147
金門縣,金城鎮,第60里,115.5,84.6,24.9,金門縣金城鎮核心商圈,24.4785,118.3188
連江縣,莒光鄉,第60里,116.4,86.4,22.5,連江縣莒光鄉核心商圈,26.0982,119.8995
台北市,大安區,第61里,260.8,209.6,29.6,台北市大安區核心商圈,24.9566,121.5515
新北市,鶯歌區,第61里,142.1,115.9,26.8,新北市鶯歌區核心商圈,25.0865,121.4011
基隆市,安樂區,第61里,110.2,81.7,22.4,基隆市安樂區核心商圈,25.191,121.7838
桃園市,平鎮區,第61里,173.2,141.5,26.8,桃園市平鎮區核心商圈,25.0226,121.3578
新竹市,東區,第61里,148.3,117.8,29.8,新竹市東區核心商圈,24.7104,120.9491
新竹縣,寶山鄉,第61里,120.4,87.8,32.3,新竹縣寶山鄉核心商圈,24.8633,120.9713
苗栗縣,造橋鄉,第61里,85.4,64.0,28.5,苗栗縣造橋鄉核心商圈,24.5928,120.8276
台中市,外埔區,第61里,190.8,145.3,31.6,台中市外埔區核心商圈,24.2133,120.6469
彰化縣,田尾鄉,第61里,106.0,81.2,25.0,彰化縣田尾鄉核心商圈,24.1017,120.525
南投縣,水里鄉,第61里,104.6,76.0,24.2,南投縣水里鄉核心商圈,23.9242,120.6089
雲林縣,大埤鄉,第61里,115.3,88.8,24.8,雲林縣大埤鄉核心商圈,23.75,120.4226
嘉義市,西區,第61里,94.0,71.4,23.1,嘉義市西區核心商圈,23.493,120.3767
嘉義縣,中埔鄉,第61里,86.0,65.9,26.2,嘉義縣中埔鄉核心商圈,23.4924,120.2315
台南市,龍崎區,第61里,152.7,108.3,27.5,台南市龍崎區核心商圈,22.9467,120.1324
高雄市,茄萣區,第61里,150.1,110.0,30.2,高雄市茄萣區核心商圈,22.5879,120.3103
屏東縣,牡丹鄉,第61里,88.5,62.1,25.0,屏東縣牡丹鄉核心商圈,22.7235,120.4108
宜蘭縣,宜蘭市,第61里,101.2,74.9,22.4,宜蘭縣宜蘭市核心商圈,24.8275,121.82
花蓮縣,瑞穗鄉,第61里,96.9,68.1,26.4,花蓮縣瑞穗鄉核心商圈,23.9155,121.6825
台東縣,大武鄉,第61里,110.7,81.6,26.6,台東縣大武鄉核心商圈,22.8081,121.1922
澎湖縣,望安鄉,第61里,117.1,85.1,26.3,澎湖縣望安鄉核心商圈,23.6421,119.5464
金門縣,金城鎮,第61里,103.0,72.8,23.8,金門縣金城鎮核心商圈,24.4821,118.3112
連江縣,莒光鄉,第61里,95.8,69.8,24.7,連江縣莒光鄉核心商圈,26.1183,119.8826
台北市,文山區,第62里,245.0,192.4,29.5,台北市文山區核心商圈,24.9518,121.5134
新北市,貢寮區,第62里,174.6,127.5,32.9,新北市貢寮區核心商圈,25.0111,121.4416
基隆市,安樂區,第62里,87.6,65.3,23.2,基隆市安樂區核心商圈,25.1746,121.7211
桃園市,新屋區,第62里,163.5,124.6,31.4,桃園市新屋區核心商圈,25.0339,121.2245
新竹市,香山區,第62里,309.3,255.9,30.4,新竹市香山區核心商圈,24.8179,120.9986
新竹縣,寶山鄉,第62里,108.5,82.0,32.0,新竹縣寶山鄉核心商圈,24.7575,120.9832
苗栗縣,竹南鎮,第62里,94.4,70.5,28.7,苗栗縣竹南鎮核心商圈,24.4974,120.7875
台中市,南區,第62里,192.6,142.7,32.7,台中市南區核心商圈,24.1454,120.5782
彰化縣,大村鄉,第62里,108.4,78.9,27.0,彰化縣大村鄉核心商圈,24.1379,120.4923
南投縣,國姓鄉,第62里,102.6,77.2,28.5,南投縣國姓鄉核心商圈,23.8858,120.6588
雲林縣,東勢鄉,第62里,93.6,71.5,23.4,雲林縣東勢鄉核心商圈,23.6221,120.383
嘉義市,東區,第62里,86.0,64.5,28.6,嘉義市東區核心商圈,23.4594,120.4297
嘉義縣,阿里山鄉,第62里,93.9,72.2,24.5,嘉義縣阿里山鄉核心商圈,23.4292,120.3185
台南市,玉井區,第62里,160.8,118.2,27.3,台南市玉井區核心商圈,23.0223,120.2273
高雄市,美濃區,第62里,123.5,96.7,25.6,高雄市美濃區核心商圈,22.68,120.3252
屏東縣,九如鄉,第62里,112.4,83.9,23.0,屏東縣九如鄉核心商圈,22.6053,120.5526
宜蘭縣,宜蘭市,第62里,118.6,88.2,22.5,宜蘭縣宜蘭市核心商圈,24.6749,121.7346
花蓮縣,秀林鄉,第62里,116.8,85.9,23.1,花蓮縣秀林鄉核心商圈,24.0163,121.6737
台東縣,成功鎮,第62里,84.2,61.4,28.9,台東縣成功鎮核心商圈,22.7659,121.2075
澎湖縣,湖西鄉,第62里,102.2,73.3,26.6,澎湖縣湖西鄉核心商圈,23.6208,119.5646
金門縣,烏坵鄉,第62里,94.2,67.2,22.4,金門縣烏坵鄉核心商圈,24.3786,118.3581
連江縣,南竿鄉,第62里,86.3,61.4,25.4,連江縣南竿鄉核心商圈,26.1108,119.9914
台北市,松山區,第63里,167.0,130.3,29.4,台北市松山區核心商圈,25.0887,121.567
新北市,雙溪區,第63里,152.2,121.5,30.3,新北市雙溪區核心商圈,25.0603,121.5237
基隆市,七堵區,第63里,99.9,71.0,28.7,基隆市七堵區核心商圈,25.1111,121.6797
桃園市,中壢區,第63里,129.0,101.5,34.0,桃園市中壢區核心商圈,24.9887,121.2929
新竹市,北區,第63里,269.0,213.8,30.8,新竹市北區核心商圈,24.7731,120.9611
新竹縣,寶山鄉,第63里,168.8,135.0,33.0,新竹縣寶山鄉核心商圈,24.8602,121.0506
苗栗縣,頭份市,第63里,93.6,66.1,23.1,苗栗縣頭份市核心商圈,24.6066,120.7976
台中市,中區,第63里,177.4,141.9,33.0,台中市中區核心商圈,24.2093,120.6034
彰化縣,線西鄉,第63里,107.3,75.7,25.1,彰化縣線西鄉核心商圈,24.0901,120.6153
南投縣,仁愛鄉,第63里,93.3,65.5,27.5,南投縣仁愛鄉核心商圈,23.9088,120.6014
雲林縣,古坑鄉,第63里,109.1,78.9,27.5,雲林縣古坑鄉核心商圈,23.6211,120.3757
嘉義市,西區,第63里,109.0,80.8,23.1,嘉義市西區核心商圈,23.4631,120.3847
嘉義縣,水上鄉,第63里,89.8,67.2,24.1,嘉義縣水上鄉核心商圈,23.4902,120.2883
台南市,新市區,第63里,123.1,87.2,28.1,台南市新市區核心商圈,23.0331,120.2797
高雄市,林園區,第63里,178.7,141.4,30.8,高雄市林園區核心商圈,22.6925,120.2223
屏東縣,萬巒鄉,第63里,89.1,65.7,24.7,屏東縣萬巒鄉核心商圈,22.628,120.5048
宜蘭縣,大同鄉,第63里,93.7,69.9,26.7,宜蘭縣大同鄉核心商圈,24.777,121.8041
花蓮縣,鳳林鎮,第63里,116.5,89.2,28.6,花蓮縣鳳林鎮核心商圈,23.9609,121.5944
台東縣,台東市,第63里,83.9,61.0,27.7,台東縣台東市核心商圈,22.7297,121.2058
澎湖縣,西嶼鄉,第63里,109.8,77.6,24.1,澎湖縣西嶼鄉核心商圈,23.53,119.5825
金門縣,金城鎮,第63里,92.4,68.4,26.8,金門縣金城鎮核心商圈,24.4704,118.3473
連江縣,北竿鄉,第63里,94.2,66.9,27.9,連江縣北竿鄉核心商圈,26.2217,119.9422
台北市,中山區,第64里,169.4,138.5,33.9,台北市中山區核心商圈,25.0316,121.6269
新北市,石門區,第64里,170.9,127.3,26.8,新北市石門區核心商圈,24.9791,121.3824
基隆市,信義區,第64里,119.5,84.8,26.9,基隆市信義區核心商圈,25.0491,121.6767
桃園市,平鎮區,第64里,175.9,140.8,31.4,桃園市平鎮區核心商圈,25.0239,121.3791
新竹市,香山區,第64里,221.5,176.9,33.7,新竹市香山區核心商圈,24.7165,121.0664
新竹縣,北埔鄉,第64里,110.9,84.1,32.0,新竹縣北埔鄉核心商圈,24.8799,121.0235
苗栗縣,後龍鎮,第64里,86.4,63.4,23.4,苗栗縣後龍鎮核心商圈,24.6061,120.824
台中市,神岡區,第64里,185.6,148.3,27.0,台中市神岡區核心商圈,24.0908,120.573
彰化縣,伸港鄉,第64里,99.1,74.9,26.3,彰化縣伸港鄉核心商圈,24.085,120.5801
南投縣,集集鎮,第64里,98.4,71.6,22.1,南投縣集集鎮核心商圈,23.9587,120.7099
雲林縣,西螺鎮,第64里,83.8,58.7,23.6,雲林縣西螺鎮核心商圈,23.7212,120.3519
嘉義市,東區,第64里,116.9,91.1,24.9,嘉義市東區核心商圈,23.4224,120.4513
嘉義縣,中埔鄉,第64里,84.5,62.7,24.0,嘉義縣中埔鄉核心商圈,23.5208,120.233
台南市,仁德區,第64里,138.0,104.6,31.0,台南市仁德區核心商圈,22.9644,120.2011
高雄市,鳳山區,第64里,101.0,71.1,28.2,高雄市鳳山區核心商圈,22.661,120.2788
屏東縣,車城鄉,第64里,97.8,70.2,28.7,屏東縣車城鄉核心商圈,22.7361,120.4162
宜蘭縣,礁溪鄉,第64里,89.7,68.5,25.1,宜蘭縣礁溪鄉核心商圈,24.7017,121.7249
花蓮縣,玉里鎮,第64里,98.2,76.2,27.2,花蓮縣玉里鎮核心商圈,23.9821,121.5769
台東縣,東河鄉,第64里,108.1,77.2,26.7,台東縣東河鄉核心商圈,22.7535,121.1911
澎湖縣,西嶼鄉,第64里,112.4,87.4,25.3,澎湖縣西嶼鄉核心商圈,23.5528,119.4953
金門縣,烏坵鄉,第64里,87.2,62.5,23.7,金門縣烏坵鄉核心商圈,24.4559,118.3275
連江縣,莒光鄉,第64里,114.2,80.9,25.3,連江縣莒光鄉核心商圈,26.1477,119.8615
台北市,內湖區,第65里,254.3,200.0,34.9,台北市內湖區核心商圈,24.9717,121.6254
新北市,石門區,第65里,145.5,117.7,26.8,新北市石門區核心商圈,25.0549,121.4062
基隆市,安樂區,第65里,84.4,62.6,26.7,基隆市安樂區核心商圈,25.1017,121.6616
桃園市,新屋區,第65里,174.4,129.8,32.6,桃園市新屋區核心商圈,24.9623,121.2543
新竹市,北區,第65里,144.3,116.9,36.0,新竹市北區核心商圈,24.7824,121.0019
新竹縣,芎林鄉,第65里,112.0,88.1,32.7,新竹縣芎林鄉核心商圈,24.8674,121.087
苗栗縣,頭份市,第65里,96.4,68.9,24.3,苗栗縣頭份市核心商圈,24.607,120.8188
台中市,神岡區,第65里,149.1,114.1,32.1,台中市神岡區核心商圈,24.2318,120.6274
彰化縣,福興鄉,第65里,86.1,60.8,27.9,彰化縣福興鄉核心商圈,24.1051,120.6137
南投縣,埔里鎮,第65里,107.9,77.1,22.1,南投縣埔里鎮核心商圈,23.8472,120.6887
雲林縣,西螺鎮,第65里,99.2,72.8,24.8,雲林縣西螺鎮核心商圈,23.6576,120.3564
嘉義市,東區,第65里,102.4,72.3,25.1,嘉義市東區核心商圈,23.4527,120.4348
嘉義縣,水上鄉,第65里,89.7,69.6,25.9,嘉義縣水上鄉核心商圈,23.4145,120.3244
台南市,後壁區,第65里,107.5,81.5,28.6,台南市後壁區核心商圈,23.0358,120.1869
高雄市,苓雅區,第65里,178.6,136.1,25.1,高雄市苓雅區核心商圈,22.7236,120.2285
屏東縣,麟洛鄉,第65里,109.8,80.9,27.2,屏東縣麟洛鄉核心商圈,22.6377,120.5513
宜蘭縣,員山鄉,第65里,105.2,80.5,28.6,宜蘭縣員山鄉核心商圈,24.8029,121.748
花蓮縣,新城鄉,第65里,109.1,77.9,23.6,花蓮縣新城鄉核心商圈,23.988,121.5743
台東縣,池上鄉,第65里,116.8,87.8,23.0,台東縣池上鄉核心商圈,22.782,121.229
澎湖縣,望安鄉,第65里,85.4,66.2,25.9,澎湖縣望安鄉核心商圈,23.608,119.5347
金門縣,烈嶼鄉,第65里,97.9,72.9,27.2,金門縣烈嶼鄉核心商圈,24.4543,118.2931
連江縣,東引鄉,第65里,84.2,62.7,26.7,連江縣東引鄉核心商圈,26.1148,119.9229
台北市,大安區,第66里,161.3,126.8,34.9,台北市大安區核心商圈,25.0089,121.5567
新北市,雙溪區,第66里,188.0,151.4,34.0,新北市雙溪區核心商圈,25.0796,121.5191
基隆市,七堵區,第66里,103.9,75.6,27.0,基隆市七堵區核心商圈,25.131,121.724
桃園市,楊梅區,第66里,150.4,114.4,33.0,桃園市楊梅區核心商圈,24.9802,121.3373
新竹市,香山區,第66里,240.5,188.0,32.7,新竹市香山區核心商圈,24.8449,121.084
新竹縣,橫山鄉,第66里,193.1,140.0,29.2,新竹縣橫山鄉核心商圈,24.8143,121.0331
苗栗縣,銅鑼鄉,第66里,84.7,65.3,23.8,苗栗縣銅鑼鄉核心商圈,24.4976,120.8133
台中市,西屯區,第66里,194.9,143.4,27.3,台中市西屯區核心商圈,24.0998,120.656
彰化縣,埔心鄉,第66里,116.0,88.1,23.9,彰化縣埔心鄉核心商圈,24.1419,120.5857
南投縣,水里鄉,第66里,83.3,64.5,27.3,南投縣水里鄉核心商圈,23.9524,120.7409
雲林縣,斗南鎮,第66里,91.8,65.3,27.9,雲林縣斗南鎮核心商圈,23.7621,120.4566
嘉義市,東區,第66里,99.5,75.8,27.7,嘉義市東區核心商圈,23.4371,120.4029
嘉義縣,中埔鄉,第66里,113.7,83.3,26.4,嘉義縣中埔鄉核心商圈,23.5062,120.2534
台南市,七股區,第66里,136.1,96.9,28.0,台南市七股區核心商圈,22.9944,120.258
高雄市,岡山區,第66里,126.3,99.3,25.8,高雄市岡山區核心商圈,22.6493,120.3339
屏東縣,萬巒鄉,第66里,95.4,67.8,22.6,屏東縣萬巒鄉核心商圈,22.6942,120.5231
宜蘭縣,礁溪鄉,第66里,108.0,83.8,28.9,宜蘭縣礁溪鄉核心商圈,24.686,121.7692
花蓮縣,花蓮市,第66里,115.8,82.6,28.3,花蓮縣花蓮市核心商圈,24.008,121.6243
台東縣,卑南鄉,第66里,105.6,76.3,27.5,台東縣卑南鄉核心商圈,22.8105,121.1514
澎湖縣,湖西鄉,第66里,109.8,80.1,24.0,澎湖縣湖西鄉核心商圈,23.5881,119.5095
金門縣,金湖鎮,第66里,88.0,64.4,28.0,金門縣金湖鎮核心商圈,24.4648,118.3294
連江縣,南竿鄉,第66里,82.3,63.2,26.0,連江縣南竿鄉核心商圈,26.1805,119.9021
台北市,信義區,第67里,189.8,143.6,31.4,台北市信義區核心商圈,25.0824,121.489
新北市,土城區,第67里,199.7,155.0,26.8,新北市土城區核心商圈,25.0699,121.4574
基隆市,安樂區,第67里,108.1,80.4,24.1,基隆市安樂區核心商圈,25.1474,121.7086
桃園市,桃園區,第67里,138.9,107.5,33.7,桃園市桃園區核心商圈,24.9524,121.2476
新竹市,東區,第67里,300.4,250.2,28.1,新竹市東區核心商圈,24.7047,121.0718
新竹縣,新埔鎮,第67里,168.6,122.7,33.3,新竹縣新埔鎮核心商圈,24.8741,120.9432
苗栗縣,公館鄉,第67里,84.9,65.7,23.1,苗栗縣公館鄉核心商圈,24.5215,120.8099
台中市,東勢區,第67里,114.5,84.7,28.6,台中市東勢區核心商圈,24.2093,120.5714
彰化縣,大村鄉,第67里,104.0,73.7,28.9,彰化縣大村鄉核心商圈,24.088,120.5618
南投縣,南投市,第67里,104.1,74.1,22.3,南投縣南投市核心商圈,23.912,120.7225
雲林縣,臺西鄉,第67里,115.5,82.9,25.7,雲林縣臺西鄉核心商圈,23.7499,120.5025
嘉義市,東區,第67里,94.8,70.9,27.5,嘉義市東區核心商圈,23.5055,120.4886
嘉義縣,大林鎮,第67里,114.5,88.6,24.5,嘉義縣大林鎮核心商圈,23.4364,120.3334
台南市,中西區,第67里,106.6,84.3,28.3,台南市中西區核心商圈,23.0488,120.2458
高雄市,楠梓區,第67里,140.5,104.7,27.1,高雄市楠梓區核心商圈,22.636,120.3655
屏東縣,萬巒鄉,第67里,104.7,81.6,27.8,屏東縣萬巒鄉核心商圈,22.7166,120.4135
宜蘭縣,南澳鄉,第67里,119.6,84.8,26.7,宜蘭縣南澳鄉核心商圈,24.7815,121.7351
花蓮縣,壽豐鄉,第67里,117.0,85.3,26.7,花蓮縣壽豐鄉核心商圈,24.0189,121.5744
台東縣,卑南鄉,第67里,118.4,87.2,22.8,台東縣卑南鄉核心商圈,22.718,121.1876
澎湖縣,望安鄉,第67里,90.3,66.0,24.1,澎湖縣望安鄉核心商圈,23.5166,119.5231
金門縣,金沙鎮,第67里,113.8,79.9,25.8,金門縣金沙鎮核心商圈,24.3864,118.3811
連江縣,南竿鄉,第67里,83.7,64.3,23.2,連江縣南竿鄉核心商圈,26.17,119.8751
台北市,文山區,第68里,295.2,228.6,32.6,台北市文山區核心商圈,25.0497,121.5151
新北市,深坑區,第68里,171.7,135.1,29.7,新北市深坑區核心商圈,25.0586,121.4441
基隆市,安樂區,第68里,85.7,63.0,23.0,基隆市安樂區核心商圈,25.1549,121.7757
桃園市,八德區,第68里,161.1,131.6,30.6,桃園市八德區核心商圈,25.0157,121.3232
新竹市,香山區,第68里,306.1,247.2,34.1,新竹市香山區核心商圈,24.8474,121.0706
新竹縣,寶山鄉,第68里,171.5,128.7,31.5,新竹縣寶山鄉核心商圈,24.8192,121.0697
苗栗縣,泰安鄉,第68里,106.1,79.5,26.5,苗栗縣泰安鄉核心商圈,24.6358,120.806
台中市,西屯區,第68里,134.9,107.7,27.9,台中市西屯區核心商圈,24.1565,120.6694
彰化縣,竹塘鄉,第68里,91.5,65.7,28.2,彰化縣竹塘鄉核心商圈,24.0919,120.5635
南投縣,草屯鎮,第68里,113.7,86.6,23.4,南投縣草屯鎮核心商圈,23.9504,120.7023
雲林縣,林內鄉,第68里,84.4,63.8,26.0,雲林縣林內鄉核心商圈,23.669,120.3875
嘉義市,東區,第68里,85.2,64.4,24.2,嘉義市東區核心商圈,23.5248,120.5146
嘉義縣,梅山鄉,第68里,110.7,79.5,23.5,嘉義縣梅山鄉核心商圈,23.4686,120.2286
台南市,關廟區,第68里,125.6,97.7,30.4,台南市關廟區核心商圈,22.9965,120.1666
高雄市,大寮區,第68里,121.0,86.7,29.6,高雄市大寮區核心商圈,22.6487,120.3033
屏東縣,春日鄉,第68里,114.5,81.0,28.1,屏東縣春日鄉核心商圈,22.6301,120.4911
宜蘭縣,羅東鎮,第68里,100.1,76.9,22.8,宜蘭縣羅東鎮核心商圈,24.7298,121.8143
花蓮縣,卓溪鄉,第68里,88.5,63.8,25.5,花蓮縣卓溪鄉核心商圈,24.0489,121.5869
台東縣,關山鎮,第68里,110.1,82.3,26.4,台東縣關山鎮核心商圈,22.7937,121.0997
澎湖縣,七美鄉,第68里,95.5,71.4,27.9,澎湖縣七美鄉核心商圈,23.5018,119.582
金門縣,金城鎮,第68里,103.1,76.8,22.7,金門縣金城鎮核心商圈,24.5181,118.3344
連江縣,東引鄉,第68里,115.3,89.8,28.8,連江縣東引鄉核心商圈,26.2014,119.8527
